analysis_text_policy_note,analysis_text_policy_passed,analysis_text_source,article_url,code_label,code_note,data_label,data_named_public_benchmark,data_note,data_public_benchmark_name,data_public_benchmark_note,data_public_external_dataset,data_public_external_dataset_note,data_public_external_dataset_type,doi,note,paper_id,phm_relevant,relevance_confidence,relevance_label,relevance_note,relevance_review_required,repro_audit_eligible,repro_score,retrieval_status,review_required,source,text_provider,title,track,year
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3483,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3483,,phm-2023-3483,,,,,False,True,0,full_text,False,phm,pypdf,DAGGER: Data AuGmentation GEneRative Framework for Time-Series Data in Data-Driven Smart Manufacturing Systems,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3565,A5,,A5,True,,CWRU,The CWRU dataset contains vibration signals collected from a drive-end bearing of an electrical motor operating under different loads.,True,The CWRU dataset contains vibration signals collected from a drive-end bearing of an electrical motor operating under different loads.,named_benchmark,10.36001/phmconf.2023.v15i1.3565,,phm-2023-3565,,,,,False,True,0,full_text,False,phm,pypdf,Data Augmentation of Sensor Time Series using Time-varying Autoregressive Processes,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3437,A5,,A5,False,,,,True,"Different datasets have been used in order to explore the various methods, including public datasets, data from laboratory tests and operational data from ships in actual operation.",public_dataset_claim,10.36001/phmconf.2023.v15i1.3437,,phm-2023-3437,,,,,False,True,0,full_text,False,phm,pypdf,Data-Driven Approaches to Diagnostics and State of Health Monitoring of Maritime Battery Systems,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3444,A5,,A5,True,,C-MAPSS,"C-MAPSS model schematic representation with sensor position within the engine, adapted from (Arias Chao et al., 2021) The dataset we used to evaluate the effectiveness of our proposed approach is the N-CMAPSS (Arias Chao et al., 2021).",True,"C-MAPSS model schematic representation with sensor position within the engine, adapted from (Arias Chao et al., 2021) The dataset we used to evaluate the effectiveness of our proposed approach is the N-CMAPSS (Arias Chao et al., 2021).",named_benchmark,10.36001/phmconf.2023.v15i1.3444,,phm-2023-3444,,,,,False,True,0,full_text,False,phm,pypdf,A Comparison of Residual-based Methods on Fault Detection,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3568,A5,,A5,True,,C-MAPSS,"For the C-MAPSS data set, the random forest model already performed very well out of the box and all of the experiments also performed well.",True,"For the C-MAPSS data set, the random forest model already performed very well out of the box and all of the experiments also performed well.",named_benchmark,10.36001/phmconf.2023.v15i1.3568,,phm-2023-3568,,,,,False,True,0,full_text,False,phm,pypdf,Design and Implementation of a Model Selection Pipeline for Prognostics and Health Management in the Operational Environment,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3573,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3573,,phm-2023-3573,,,,,False,True,0,full_text,False,phm,pypdf,Diagnostic Signal Method for Fault Identification of Electro-Hydraulic Servo Actuators,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3566,A5,,A5,True,,CWRU,"A PPLICATION ON THREE EXPERIMENTAL DATASETS The proposed window length selection method is evaluated on three experimental datasets, including two public datasets (Qiu, Lee, Lin, & Yu, 2006;Case Western Reserve University Bearing Dataset , n.d.) and an in-house dataset measured at KU Leuven, Belgium.",True,"A PPLICATION ON THREE EXPERIMENTAL DATASETS The proposed window length selection method is evaluated on three experimental datasets, including two public datasets (Qiu, Lee, Lin, & Yu, 2006;Case Western Reserve University Bearing Dataset , n.d.) and an in-house dataset measured at KU Leuven, Belgium.",named_benchmark,10.36001/phmconf.2023.v15i1.3566,,phm-2023-3566,,,,,False,True,0,full_text,False,phm,pypdf,Differentiable Short-Time Fourier Transform Window Length Selection Driven by Cyclo-Stationarity,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3517,A5,,A5,True,,C-MAPSS,"This dataset was generated using the Commercial Modular Aero-Propulsion System Simulation (C-MAPSS) dynamic model (Saxena et al., 2008) and is referred to as the NASA C-MAPSS dataset which is widely used for studying prognostics problems in aircraft engines.",True,"This dataset was generated using the Commercial Modular Aero-Propulsion System Simulation (C-MAPSS) dynamic model (Saxena et al., 2008) and is referred to as the NASA C-MAPSS dataset which is widely used for studying prognostics problems in aircraft engines.",named_benchmark,10.36001/phmconf.2023.v15i1.3517,,phm-2023-3517,,,,,False,True,0,full_text,False,phm,pypdf,Ensemble Learning Based Convolutional Neural Networks for Remaining Useful Life Prediction of Aircraft Engines,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3472,A5,,A5,True,,C-MAPSS,"Specifically, we use extreme gradient boosting (XGB), random forest (RF), logistic regression (LR), and one simple FFNN to predict RUL using the C-MAPSS dataset (Saxena et al., 2008).",True,"Specifically, we use extreme gradient boosting (XGB), random forest (RF), logistic regression (LR), and one simple FFNN to predict RUL using the C-MAPSS dataset (Saxena et al., 2008).",named_benchmark,10.36001/phmconf.2023.v15i1.3472,,phm-2023-3472,,,,,False,True,0,full_text,False,phm,pypdf,Explainable Predictive Maintenance is Not Enough: Quantifying Trust in Remaining Useful Life Estimation,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3515,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3515,,phm-2023-3515,,,,,False,True,0,full_text,False,phm,pypdf,Explainable Prognostics Method through Differential Evolved RVR Ensemble of Relevance Vector Machines,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3493,A5,,A5,True,,CWRU,"V ibration-bearing datasets, including FEMTO-ST, IMS, XJTU, CWRU, MPFT, and Paderborn, provide a wide range of fault scenarios and realistic vibration signals (Smith & Randall, 2015a; X.",True,"V ibration-bearing datasets, including FEMTO-ST, IMS, XJTU, CWRU, MPFT, and Paderborn, provide a wide range of fault scenarios and realistic vibration signals (Smith & Randall, 2015a; X.",named_benchmark,10.36001/phmconf.2023.v15i1.3493,,phm-2023-3493,,,,,False,True,0,full_text,False,phm,pypdf,Exploring Filter Banks and Spike Interval Statistics of Level-Crossing ADCs for Fault Diagnosis of Rolling Element Bearings,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3575,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3575,,phm-2023-3575,,,,,False,True,0,full_text,False,phm,pypdf,Few-shot Learning for Plastic Bearing Fault Diagnosis – An Integrated Image Processing and NLP Approach,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3467,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3467,,phm-2023-3467,,,,,False,True,0,full_text,False,phm,pypdf,Graph neural networks for dynamic modeling of roller bearings,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3574,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3574,,phm-2023-3574,,,,,False,True,0,full_text,False,phm,pypdf,Fault Severity Estimation in Cracked Shafts by Integration of Phase Space Topology and Convolutional Neural Network,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3552,A1,in Sec. 4 and discuss our results in Sec. 5. The paper closes with conclusions and an outlook on future work. The code used for the experiments is available at https://github.com/AImotion-Bavaria/FaultDiagnosticsKG,A5,True,,CWRU,Data and Preprocessing Our approach is evaluated on a bearing fault classification task using the widely recognized Case Western Reserve University (CWRU) dataset2.,True,Data and Preprocessing Our approach is evaluated on a bearing fault classification task using the widely recognized Case Western Reserve University (CWRU) dataset2.,named_benchmark,10.36001/phmconf.2023.v15i1.3552,in Sec. 4 and discuss our results in Sec. 5. The paper closes with conclusions and an outlook on future work. The code used for the experiments is available at https://github.com/AImotion-Bavaria/FaultDiagnosticsKG,phm-2023-3552,,,,,False,True,4,full_text,False,phm,pypdf,Increasing Robustness of Data-Driven Fault Diagnostics with Knowledge Graphs,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3697,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3697,,phm-2023-3697,,,,,False,True,0,full_text,False,phm,pypdf,Limitations and Opportunities in PHM for Offshore Wind Farms: A Socio-Technical-Ecological System Perspective,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3507,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3507,,phm-2023-3507,,,,,False,True,0,full_text,False,phm,pypdf,Labelling of Annotated Condition Monitoring Data Through Technical Language Processing,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3564,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3564,,phm-2023-3564,,,,,False,True,0,full_text,False,phm,pypdf,Operational Wheel Flat Detector in Railway Vehicles,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3548,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3548,,phm-2023-3548,,,,,False,True,0,full_text,False,phm,pypdf,Parameters identification of the satellite attitude control system with large inertia rotating components,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3463,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3463,,phm-2023-3463,,,,,False,True,0,full_text,False,phm,pypdf,Prognosis of Li-ion Batteries Under Large Load Variations Using Hybrid Physics-Informed Neural Networks,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3509,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3509,,phm-2023-3509,,,,,False,True,0,full_text,False,phm,pypdf,Promoting Explainability in Data-Driven Models for Anomaly Detection: A Step Toward Diagnosis,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3484,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3484,,phm-2023-3484,,,,,False,True,0,full_text,False,phm,pypdf,Reconceptualizing the Prognostics Digital Twin for Smart Manufacturing with Data-Driven Evolutionary Models and Adaptive Uncertainty Quantification,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3514,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3514,,phm-2023-3514,,,,,False,True,0,full_text,False,phm,pypdf,Rethinking Reliability in Terms of Margins,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3492,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3492,,phm-2023-3492,,,,,False,True,0,full_text,False,phm,pypdf,Sensitivity enhanced method for fault detection and prediction of elevator doors using a margin maximized hyperspace,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3477,A5,,A5,True,,C-MAPSS,"The table indicates the mean and standard deviation of the criteria values from 5 runs, along with an evaluation of the true HIs used to generate the N-CMAPSS dataset.",True,"The table indicates the mean and standard deviation of the criteria values from 5 runs, along with an evaluation of the true HIs used to generate the N-CMAPSS dataset.",named_benchmark,10.36001/phmconf.2023.v15i1.3477,,phm-2023-3477,,,,,False,True,0,full_text,False,phm,pypdf,Unsupervised Physics-Informed Health Indicator Estimation for Complex Systems,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3536,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3536,,phm-2023-3536,,,,,False,True,0,full_text,False,phm,pypdf,Underlying Probability Measure Approximated by Monte Carlo Simulations in Event Prognostics,Technical Research Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3473,A5,,A5,True,,PRONOSTIA,"FEMTO The FEMTO dataset (Berghout et al., 2021) contains vibration data recorded during accelerated bearing failures using the PRONOSTIA experimental platform.",True,"FEMTO The FEMTO dataset (Berghout et al., 2021) contains vibration data recorded during accelerated bearing failures using the PRONOSTIA experimental platform.",named_benchmark,10.36001/phmconf.2023.v15i1.3473,,phm-2023-3473,,,,,False,True,0,full_text,False,phm,pypdf,A Closer Look at Bearing Fault Classification Approaches,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3480,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3480,,phm-2023-3480,,,,,False,True,0,full_text,False,phm,pypdf,A Framework for Rapid Prototyping of PHM Analytics for Complex Systems using a Supervised Data-Driven Approach,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3489,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3489,,phm-2023-3489,,,,,False,True,0,full_text,False,phm,pypdf,A Hypothesis testing approach to Zero-Fault-Shot learning for Damage Component Classification,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3579,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3579,,phm-2023-3579,,,,,False,True,0,full_text,False,phm,pypdf,A Novel Operations-Based Application of Natural Language Processing to Enhance Aircraft System Troubleshooting,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3520,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3520,,phm-2023-3520,,,,,False,True,0,full_text,False,phm,pypdf,Automotive Electronic Control Unit Ground Line Health Monitoring Method,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3556,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3556,,phm-2023-3556,,,,,False,True,0,full_text,False,phm,pypdf,Deep Regression Network with Prediction Confidence in Time Series Application for Asset Health Estimation,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3487,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3487,,phm-2023-3487,,,,,False,True,0,full_text,False,phm,pypdf,Evaluating the Performance of ChatGPT in the Automation of Maintenance Recommendations for Prognostics and Health Management,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3474,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3474,,phm-2023-3474,,,,,False,True,0,full_text,False,phm,pypdf,Enhancing Realistic Remaining Useful Life Prediction using Multi-Fidelity Physic-Informed Neural Network Approach,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3578,A2,"ontrol and fault detection studies. The process is described in (Downs & Vogel, 1993) and the MATLAB code for process simulation is available over the website (https://depts.washington.edu/control/LARRY/TE/downlo ad.html). The system , show",A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3578,"ontrol and fault detection studies. The process is described in (Downs & Vogel, 1993) and the MATLAB code for process simulation is available over the website (https://depts.washington.edu/control/LARRY/TE/downlo ad.html). The system , show",phm-2023-3578,,,,,False,True,3,full_text,False,phm,pypdf,Fault Detection and Diagnosis in Tennessee Eastman Process with Deep Autoencoder,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3572,A5,,A5,True,,N-CMAPSS,The model's performance is assessed using root mean square error on test cases derived from the NCMAPSS DS02 dataset .,True,The model's performance is assessed using root mean square error on test cases derived from the NCMAPSS DS02 dataset .,named_benchmark,10.36001/phmconf.2023.v15i1.3572,,phm-2023-3572,,,,,False,True,0,full_text,False,phm,pypdf,Identifying Key Factors in Turbofan Engine Health Degradation using Functional Analysis,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3550,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3550,,phm-2023-3550,,,,,False,True,0,full_text,False,phm,pypdf,Joint feedback control and fault diagnosis disambiguation,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3557,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3557,,phm-2023-3557,,,,,False,True,0,full_text,False,phm,pypdf,OSPtk: Cost-aware Optimal Sensor Placement Toolkit Enabling Design-for-PHM in Critical Industrial Systems,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3490,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3490,,phm-2023-3490,,,,,False,True,0,full_text,False,phm,pypdf,Process for Turboshaft Engine Performance Trending,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3562,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3562,,phm-2023-3562,,,,,False,True,0,full_text,False,phm,pypdf,Predictive Analytics for Hydropower Fleet Intelligence,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3580,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3580,,phm-2023-3580,,,,,False,True,0,full_text,False,phm,pypdf,Servomotor Dataset: Modeling Health in Mechanisms with Typically Intermittent Operation,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3522,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3522,,phm-2023-3522,,,,,False,True,0,full_text,False,phm,pypdf,Signal pre-processing techniques for fault signature enhancement in a bearing health monitoring system used in the automotive industry,Industry Experience Papers,2023
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/3570,A5,,A5,False,,,,False,,,10.36001/phmconf.2023.v15i1.3570,,phm-2023-3570,,,,,False,True,0,full_text,False,phm,pypdf,Unsupervised Causal Deep Learning-Based Anomaly Detection in Nuclear Power Plant Applications,Industry Experience Papers,2023
